apartmenttype,quarter,region,subregion,year,averagerent
"2 Bed, 1 Bath",3,Colorado State,Durango,2011,812.34939759
"2 Bed, 1 Bath",4,Colorado State,Durango,2011,NA
"2 Bed, 1 Bath",1,Colorado State,Durango,2012,905.099206349
"2 Bed, 1 Bath",2,Colorado State,Durango,2012,NA
"2 Bed, 1 Bath",3,Colorado State,Durango,2012,808.355263158
"2 Bed, 1 Bath",4,Colorado State,Durango,2012,NA
"2 Bed, 1 Bath",1,Colorado State,Durango,2013,976.237623762
"2 Bed, 1 Bath",2,Colorado State,Durango,2013,NA
"2 Bed, 1 Bath",3,Colorado State,Durango,2013,966.102941176
"2 Bed, 1 Bath",4,Colorado State,Durango,2013,NA
"2 Bed, 1 Bath",1,Colorado State,Durango,2014,963.203125
"2 Bed, 1 Bath",2,Colorado State,Durango,2014,NA
"2 Bed, 1 Bath",3,Colorado State,Durango,2014,1193.05194805
"2 Bed, 1 Bath",4,Colorado State,Durango,2014,NA
"2 Bed, 1 Bath",1,Colorado State,Durango,2015,1180.84415584
"2 Bed, 1 Bath",2,Colorado State,Durango,2015,NA
"2 Bed, 1 Bath",3,Colorado State,Durango,2015,1200.19480519
"2 Bed, 1 Bath",4,Colorado State,Durango,2015,NA
"2 Bed, 2 Bath",1,Colorado State,Durango,1996,682.39
"2 Bed, 2 Bath",3,Colorado State,Durango,1996,744.37
"2 Bed, 2 Bath",1,Colorado State,Durango,1997,763.0
"2 Bed, 2 Bath",3,Colorado State,Durango,1997,717.31
"2 Bed, 2 Bath",1,Colorado State,Durango,1998,725.5
"2 Bed, 2 Bath",3,Colorado State,Durango,1998,613.0
"2 Bed, 2 Bath",1,Colorado State,Durango,1999,611.46
"2 Bed, 2 Bath",3,Colorado State,Durango,1999,549.46
"2 Bed, 2 Bath",1,Colorado State,Durango,2000,755.91
"2 Bed, 2 Bath",3,Colorado State,Durango,2000,859.06
"2 Bed, 2 Bath",1,Colorado State,Durango,2001,807.64
"2 Bed, 2 Bath",3,Colorado State,Durango,2001,847.82
"2 Bed, 2 Bath",1,Colorado State,Durango,2002,900.16
"2 Bed, 2 Bath",3,Colorado State,Durango,2002,806.24
"2 Bed, 2 Bath",1,Colorado State,Durango,2003,806.31
"2 Bed, 2 Bath",3,Colorado State,Durango,2003,658.5674157303371
"2 Bed, 2 Bath",1,Colorado State,Durango,2004,750.8540372670808
"2 Bed, 2 Bath",3,Colorado State,Durango,2004,861.436170212766
"2 Bed, 2 Bath",1,Colorado State,Durango,2005,799.2283950617284
"2 Bed, 2 Bath",3,Colorado State,Durango,2005,785.01059322
"2 Bed, 2 Bath",1,Colorado State,Durango,2006,786.650943396
"2 Bed, 2 Bath",3,Colorado State,Durango,2006,859.375
"2 Bed, 2 Bath",4,Colorado State,Durango,2006,NA
"2 Bed, 2 Bath",1,Colorado State,Durango,2007,864.650537634
"2 Bed, 2 Bath",2,Colorado State,Durango,2007,NA
"2 Bed, 2 Bath",3,Colorado State,Durango,2007,844.722222222
"2 Bed, 2 Bath",4,Colorado State,Durango,2007,NA
"2 Bed, 2 Bath",1,Colorado State,Durango,2008,849.425287356
"2 Bed, 2 Bath",2,Colorado State,Durango,2008,NA
"2 Bed, 2 Bath",3,Colorado State,Durango,2008,819.135802469
"2 Bed, 2 Bath",4,Colorado State,Durango,2008,NA
"2 Bed, 2 Bath",1,Colorado State,Durango,2009,860.185185185
"2 Bed, 2 Bath",2,Colorado State,Durango,2009,NA
"2 Bed, 2 Bath",3,Colorado State,Durango,2009,1007.29813665
"2 Bed, 2 Bath",4,Colorado State,Durango,2009,NA
"2 Bed, 2 Bath",1,Colorado State,Durango,2010,1003.08641975
"2 Bed, 2 Bath",2,Colorado State,Durango,2010,NA
"2 Bed, 2 Bath",3,Colorado State,Durango,2010,1015.49079755
"2 Bed, 2 Bath",4,Colorado State,Durango,2010,NA
"2 Bed, 2 Bath",1,Colorado State,Durango,2011,1026.99386503
"2 Bed, 2 Bath",2,Colorado State,Durango,2011,NA
"2 Bed, 2 Bath",3,Colorado State,Durango,2011,1020.51282051
"2 Bed, 2 Bath",4,Colorado State,Durango,2011,NA
"2 Bed, 2 Bath",1,Colorado State,Durango,2012,865.909090909
"2 Bed, 2 Bath",2,Colorado State,Durango,2012,NA
"2 Bed, 2 Bath",3,Colorado State,Durango,2012,787.5
"2 Bed, 2 Bath",4,Colorado State,Durango,2012,NA
"2 Bed, 2 Bath",1,Colorado State,Durango,2013,893.75
"2 Bed, 2 Bath",2,Colorado State,Durango,2013,NA
"2 Bed, 2 Bath",3,Colorado State,Durango,2013,950.0
"2 Bed, 2 Bath",4,Colorado State,Durango,2013,NA
"2 Bed, 2 Bath",1,Colorado State,Durango,2014,873.529411765
"2 Bed, 2 Bath",2,Colorado State,Durango,2014,NA
"2 Bed, 2 Bath",3,Colorado State,Durango,2014,905.0
"2 Bed, 2 Bath",4,Colorado State,Durango,2014,NA
"2 Bed, 2 Bath",1,Colorado State,Durango,2015,910.714285714
"2 Bed, 2 Bath",2,Colorado State,Durango,2015,NA
"2 Bed, 2 Bath",3,Colorado State,Durango,2015,937.5
"2 Bed, 2 Bath",4,Colorado State,Durango,2015,NA
3 Bed,1,Colorado State,Durango,1996,738.0
3 Bed,3,Colorado State,Durango,1996,NA
3 Bed,1,Colorado State,Durango,1997,NA
3 Bed,3,Colorado State,Durango,1997,560.22
3 Bed,1,Colorado State,Durango,1998,540.5
3 Bed,3,Colorado State,Durango,1998,638.0
3 Bed,1,Colorado State,Durango,1999,813.0
3 Bed,3,Colorado State,Durango,1999,1013.0
3 Bed,1,Colorado State,Durango,2000,825.5
3 Bed,3,Colorado State,Durango,2000,868.0
3 Bed,1,Colorado State,Durango,2001,1198.87
3 Bed,3,Colorado State,Durango,2001,865.04
3 Bed,1,Colorado State,Durango,2002,976.89
3 Bed,3,Colorado State,Durango,2002,972.47
3 Bed,1,Colorado State,Durango,2003,861.15
3 Bed,3,Colorado State,Durango,2003,757.3412698412699
3 Bed,1,Colorado State,Durango,2004,1129.9528301886792
3 Bed,3,Colorado State,Durango,2004,1106.590909090909
3 Bed,1,Colorado State,Durango,2005,966.8918918918919
3 Bed,3,Colorado State,Durango,2005,987.259615385
3 Bed,1,Colorado State,Durango,2006,1152.45535714
3 Bed,3,Colorado State,Durango,2006,1154.91071429
3 Bed,4,Colorado State,Durango,2006,NA
3 Bed,1,Colorado State,Durango,2007,1105.03472222
3 Bed,2,Colorado State,Durango,2007,NA
3 Bed,3,Colorado State,Durango,2007,1096.96969697
3 Bed,4,Colorado State,Durango,2007,NA
3 Bed,1,Colorado State,Durango,2008,1101.73076923
3 Bed,2,Colorado State,Durango,2008,NA
3 Bed,3,Colorado State,Durango,2008,1236.12903226
3 Bed,4,Colorado State,Durango,2008,NA
3 Bed,1,Colorado State,Durango,2009,954.872881356
3 Bed,2,Colorado State,Durango,2009,NA
3 Bed,3,Colorado State,Durango,2009,1049.375
3 Bed,4,Colorado State,Durango,2009,NA
3 Bed,1,Colorado State,Durango,2010,1044.39655172
3 Bed,2,Colorado State,Durango,2010,NA
3 Bed,3,Colorado State,Durango,2010,1073.27586207
3 Bed,4,Colorado State,Durango,2010,NA
3 Bed,1,Colorado State,Durango,2011,1076.29310345
3 Bed,2,Colorado State,Durango,2011,NA
3 Bed,3,Colorado State,Durango,2011,1048.55769231
3 Bed,4,Colorado State,Durango,2011,NA
3 Bed,1,Colorado State,Durango,2012,1286.76470588
3 Bed,2,Colorado State,Durango,2012,NA
3 Bed,3,Colorado State,Durango,2012,NA
3 Bed,4,Colorado State,Durango,2012,NA
3 Bed,1,Colorado State,Durango,2013,1357.35294118
3 Bed,2,Colorado State,Durango,2013,NA
3 Bed,3,Colorado State,Durango,2013,1425.0
3 Bed,4,Colorado State,Durango,2013,NA
3 Bed,1,Colorado State,Durango,2014,1275.0
3 Bed,2,Colorado State,Durango,2014,NA
3 Bed,3,Colorado State,Durango,2014,1522.05882353
3 Bed,4,Colorado State,Durango,2014,NA
3 Bed,1,Colorado State,Durango,2015,1545.58823529
3 Bed,2,Colorado State,Durango,2015,NA
3 Bed,3,Colorado State,Durango,2015,1547.05882353
3 Bed,4,Colorado State,Durango,2015,NA
All,1,Colorado State,Durango,1996,581.86
All,3,Colorado State,Durango,1996,648.41
All,1,Colorado State,Durango,1997,620.94
All,3,Colorado State,Durango,1997,621.24
All,1,Colorado State,Durango,1998,489.98
All,3,Colorado State,Durango,1998,563.48
All,1,Colorado State,Durango,1999,608.21
All,3,Colorado State,Durango,1999,639.12
All,1,Colorado State,Durango,2000,663.36
All,3,Colorado State,Durango,2000,640.67
All,1,Colorado State,Durango,2001,714.38
All,3,Colorado State,Durango,2001,758.21
All,1,Colorado State,Durango,2002,738.16
All,3,Colorado State,Durango,2002,713.92
All,1,Colorado State,Durango,2003,673.84
All,3,Colorado State,Durango,2003,700.591068301226
All,1,Colorado State,Durango,2004,745.7570093457944
All,3,Colorado State,Durango,2004,723.5026269702277
All,1,Colorado State,Durango,2005,731.8462897526501
All,3,Colorado State,Durango,2005,744.403310105
All,1,Colorado State,Durango,2006,772.474271012
All,3,Colorado State,Durango,2006,784.220532319
All,4,Colorado State,Durango,2006,NA
All,1,Colorado State,Durango,2007,788.463020031
All,2,Colorado State,Durango,2007,NA
All,3,Colorado State,Durango,2007,795.218894009
All,4,Colorado State,Durango,2007,NA
All,1,Colorado State,Durango,2008,798.328877005
All,2,Colorado State,Durango,2008,NA
All,3,Colorado State,Durango,2008,833.013649425
All,4,Colorado State,Durango,2008,NA
All,1,Colorado State,Durango,2009,829.313650307
All,2,Colorado State,Durango,2009,NA
All,3,Colorado State,Durango,2009,858.911856474
All,4,Colorado State,Durango,2009,NA
All,1,Colorado State,Durango,2010,829.497568882
All,2,Colorado State,Durango,2010,NA
All,3,Colorado State,Durango,2010,837.287414966
All,4,Colorado State,Durango,2010,NA
All,1,Colorado State,Durango,2011,835.931855501
All,2,Colorado State,Durango,2011,NA
All,3,Colorado State,Durango,2011,850.56156406
All,4,Colorado State,Durango,2011,NA
All,1,Colorado State,Durango,2012,946.770386266
All,2,Colorado State,Durango,2012,NA
All,3,Colorado State,Durango,2012,780.209359606
All,4,Colorado State,Durango,2012,NA
All,1,Colorado State,Durango,2013,988.834841629
All,2,Colorado State,Durango,2013,NA
All,3,Colorado State,Durango,2013,983.14229249
All,4,Colorado State,Durango,2013,NA
All,1,Colorado State,Durango,2014,908.475609756
All,2,Colorado State,Durango,2014,NA
All,3,Colorado State,Durango,2014,1176.59574468
All,4,Colorado State,Durango,2014,NA
All,1,Colorado State,Durango,2015,1166.52406417
All,2,Colorado State,Durango,2015,NA
All,3,Colorado State,Durango,2015,1178.04232804
All,4,Colorado State,Durango,2015,NA
Efficiency,1,Colorado State,Eagle County,1996,NA
Efficiency,3,Colorado State,Eagle County,1996,430.19
Efficiency,1,Colorado State,Eagle County,1997,488.0
Efficiency,3,Colorado State,Eagle County,1997,505.45
Efficiency,1,Colorado State,Eagle County,1998,515.5
Efficiency,3,Colorado State,Eagle County,1998,400.5
Efficiency,1,Colorado State,Eagle County,1999,563.0
Efficiency,3,Colorado State,Eagle County,1999,530.31
Efficiency,1,Colorado State,Eagle County,2000,540.27
Efficiency,3,Colorado State,Eagle County,2000,NA
Efficiency,1,Colorado State,Eagle County,2001,529.28
Efficiency,3,Colorado State,Eagle County,2001,536.68
Efficiency,1,Colorado State,Eagle County,2002,542.81
Efficiency,3,Colorado State,Eagle County,2002,788.0
Efficiency,1,Colorado State,Eagle County,2003,788.0
Efficiency,3,Colorado State,Eagle County,2003,600.0
Efficiency,1,Colorado State,Eagle County,2004,600.0
Efficiency,3,Colorado State,Eagle County,2004,537.5
Efficiency,1,Colorado State,Eagle County,2005,550.3370786516854
Efficiency,3,Colorado State,Eagle County,2005,544.5
Efficiency,1,Colorado State,Eagle County,2006,569.573863636
Efficiency,3,Colorado State,Eagle County,2006,675.0
Efficiency,4,Colorado State,Eagle County,2006,NA
Efficiency,1,Colorado State,Eagle County,2007,669.117647059
Efficiency,2,Colorado State,Eagle County,2007,NA
Efficiency,3,Colorado State,Eagle County,2007,672.471590909
Efficiency,4,Colorado State,Eagle County,2007,NA
Efficiency,1,Colorado State,Eagle County,2008,695.170454545
Efficiency,2,Colorado State,Eagle County,2008,NA
Efficiency,3,Colorado State,Eagle County,2008,695.170454545
Efficiency,4,Colorado State,Eagle County,2008,NA
Efficiency,1,Colorado State,Eagle County,2009,798.653846154
Efficiency,2,Colorado State,Eagle County,2009,NA
Efficiency,3,Colorado State,Eagle County,2009,798.4375
Efficiency,4,Colorado State,Eagle County,2009,NA
Efficiency,1,Colorado State,Eagle County,2010,768.247126437
Efficiency,2,Colorado State,Eagle County,2010,NA
Efficiency,3,Colorado State,Eagle County,2010,1137.78735632
Efficiency,4,Colorado State,Eagle County,2010,NA
Efficiency,1,Colorado State,Eagle County,2011,1271.15384615
Efficiency,2,Colorado State,Eagle County,2011,NA
Efficiency,3,Colorado State,Eagle County,2011,963.461538462
Efficiency,4,Colorado State,Eagle County,2011,NA
Efficiency,1,Colorado State,Eagle County,2012,650.0
Efficiency,2,Colorado State,Eagle County,2012,NA
Efficiency,3,Colorado State,Eagle County,2012,656.818181818
Efficiency,4,Colorado State,Eagle County,2012,NA
Efficiency,1,Colorado State,Eagle County,2013,615.644444444
Efficiency,2,Colorado State,Eagle County,2013,NA
Efficiency,3,Colorado State,Eagle County,2013,735.0
Efficiency,4,Colorado State,Eagle County,2013,NA
Efficiency,1,Colorado State,Eagle County,2014,676.179775281
Efficiency,2,Colorado State,Eagle County,2014,NA
Efficiency,3,Colorado State,Eagle County,2014,750.0
Efficiency,4,Colorado State,Eagle County,2014,NA
Efficiency,1,Colorado State,Eagle County,2015,770.0
Efficiency,2,Colorado State,Eagle County,2015,NA
Efficiency,3,Colorado State,Eagle County,2015,770.0
Efficiency,4,Colorado State,Eagle County,2015,NA
1 Bed,1,Colorado State,Eagle County,1996,NA
1 Bed,3,Colorado State,Eagle County,1996,663.36
1 Bed,1,Colorado State,Eagle County,1997,645.15
1 Bed,3,Colorado State,Eagle County,1997,716.77
1 Bed,1,Colorado State,Eagle County,1998,667.06
1 Bed,3,Colorado State,Eagle County,1998,859.13
1 Bed,1,Colorado State,Eagle County,1999,714.53
1 Bed,3,Colorado State,Eagle County,1999,759.45
1 Bed,1,Colorado State,Eagle County,2000,780.82
1 Bed,3,Colorado State,Eagle County,2000,813.0
1 Bed,1,Colorado State,Eagle County,2001,866.87
1 Bed,3,Colorado State,Eagle County,2001,622.83
1 Bed,1,Colorado State,Eagle County,2002,831.08
1 Bed,3,Colorado State,Eagle County,2002,713.96
1 Bed,1,Colorado State,Eagle County,2003,713.96
1 Bed,3,Colorado State,Eagle County,2003,729.7535211267606
1 Bed,1,Colorado State,Eagle County,2004,798.3870967741935
1 Bed,3,Colorado State,Eagle County,2004,844.0217391304348
1 Bed,1,Colorado State,Eagle County,2005,788.3630952380952
1 Bed,3,Colorado State,Eagle County,2005,867.844827586
1 Bed,1,Colorado State,Eagle County,2006,855.557228916
1 Bed,3,Colorado State,Eagle County,2006,894.115044248
1 Bed,4,Colorado State,Eagle County,2006,NA
1 Bed,1,Colorado State,Eagle County,2007,942.57518797
1 Bed,2,Colorado State,Eagle County,2007,NA
1 Bed,3,Colorado State,Eagle County,2007,962.0
1 Bed,4,Colorado State,Eagle County,2007,NA
1 Bed,1,Colorado State,Eagle County,2008,957.240740741
1 Bed,2,Colorado State,Eagle County,2008,NA
1 Bed,3,Colorado State,Eagle County,2008,969.177419355
1 Bed,4,Colorado State,Eagle County,2008,NA
1 Bed,1,Colorado State,Eagle County,2009,914.53030303
1 Bed,2,Colorado State,Eagle County,2009,NA
1 Bed,3,Colorado State,Eagle County,2009,918.685714286
1 Bed,4,Colorado State,Eagle County,2009,NA
1 Bed,1,Colorado State,Eagle County,2010,925.377604167
1 Bed,2,Colorado State,Eagle County,2010,NA
1 Bed,3,Colorado State,Eagle County,2010,974.973958333
1 Bed,4,Colorado State,Eagle County,2010,NA
1 Bed,1,Colorado State,Eagle County,2011,1010.32828283
1 Bed,2,Colorado State,Eagle County,2011,NA
1 Bed,3,Colorado State,Eagle County,2011,961.187150838
1 Bed,4,Colorado State,Eagle County,2011,NA
1 Bed,1,Colorado State,Eagle County,2012,826.96969697
1 Bed,2,Colorado State,Eagle County,2012,NA
1 Bed,3,Colorado State,Eagle County,2012,858.383458647
1 Bed,4,Colorado State,Eagle County,2012,NA
1 Bed,1,Colorado State,Eagle County,2013,864.990825688
1 Bed,2,Colorado State,Eagle County,2013,NA
1 Bed,3,Colorado State,Eagle County,2013,869.052631579
1 Bed,4,Colorado State,Eagle County,2013,NA
1 Bed,1,Colorado State,Eagle County,2014,947.520408163
1 Bed,2,Colorado State,Eagle County,2014,NA
1 Bed,3,Colorado State,Eagle County,2014,1270.57522124
1 Bed,4,Colorado State,Eagle County,2014,NA
1 Bed,1,Colorado State,Eagle County,2015,1047.18987342
1 Bed,2,Colorado State,Eagle County,2015,NA
1 Bed,3,Colorado State,Eagle County,2015,1024.80898876
1 Bed,4,Colorado State,Eagle County,2015,NA
"2 Bed, 1 Bath",1,Colorado State,Eagle County,1996,NA
"2 Bed, 1 Bath",3,Colorado State,Eagle County,1996,852.69
"2 Bed, 1 Bath",1,Colorado State,Eagle County,1997,937.45
"2 Bed, 1 Bath",3,Colorado State,Eagle County,1997,916.71
"2 Bed, 1 Bath",1,Colorado State,Eagle County,1998,918.13
"2 Bed, 1 Bath",3,Colorado State,Eagle County,1998,881.48
"2 Bed, 1 Bath",1,Colorado State,Eagle County,1999,927.05
"2 Bed, 1 Bath",3,Colorado State,Eagle County,1999,931.95
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2000,953.61
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2000,948.11
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2001,972.6
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2001,1009.34
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2002,1000.5
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2002,992.63
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2003,992.63
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2003,987.240932642487
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2004,1047.547846889952
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2004,1043.3253588516745
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2005,1055.25
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2005,1018.71495327
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2006,1079.98546512
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2006,929.583333333
"2 Bed, 1 Bath",4,Colorado State,Eagle County,2006,NA
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2007,1079.58787879
"2 Bed, 1 Bath",2,Colorado State,Eagle County,2007,NA
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2007,1091.3372093
"2 Bed, 1 Bath",4,Colorado State,Eagle County,2007,NA
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2008,1095.84651163
"2 Bed, 1 Bath",2,Colorado State,Eagle County,2008,NA
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2008,1118.72093023
"2 Bed, 1 Bath",4,Colorado State,Eagle County,2008,NA
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2009,1107.94930876
"2 Bed, 1 Bath",2,Colorado State,Eagle County,2009,NA
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2009,1172.90552995
"2 Bed, 1 Bath",4,Colorado State,Eagle County,2009,NA
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2010,1186.96134021
"2 Bed, 1 Bath",2,Colorado State,Eagle County,2010,NA
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2010,1157.94930876
"2 Bed, 1 Bath",4,Colorado State,Eagle County,2010,NA
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2011,1162.44239631
"2 Bed, 1 Bath",2,Colorado State,Eagle County,2011,NA
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2011,1221.3190184
"2 Bed, 1 Bath",4,Colorado State,Eagle County,2011,NA
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2012,996.315789474
"2 Bed, 1 Bath",2,Colorado State,Eagle County,2012,NA
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2012,976.730769231
"2 Bed, 1 Bath",4,Colorado State,Eagle County,2012,NA
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2013,1017.33974359
"2 Bed, 1 Bath",2,Colorado State,Eagle County,2013,NA
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2013,1031.91025641
"2 Bed, 1 Bath",4,Colorado State,Eagle County,2013,NA
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2014,1117.24561404
"2 Bed, 1 Bath",2,Colorado State,Eagle County,2014,NA
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2014,1156.2568306
"2 Bed, 1 Bath",4,Colorado State,Eagle County,2014,NA
"2 Bed, 1 Bath",1,Colorado State,Eagle County,2015,1277.6214511
"2 Bed, 1 Bath",2,Colorado State,Eagle County,2015,NA
"2 Bed, 1 Bath",3,Colorado State,Eagle County,2015,1246.79883382
"2 Bed, 1 Bath",4,Colorado State,Eagle County,2015,NA
"2 Bed, 2 Bath",1,Colorado State,Eagle County,1996,NA
"2 Bed, 2 Bath",3,Colorado State,Eagle County,1996,919.71
"2 Bed, 2 Bath",1,Colorado State,Eagle County,1997,871.2
"2 Bed, 2 Bath",3,Colorado State,Eagle County,1997,1024.11
"2 Bed, 2 Bath",1,Colorado State,Eagle County,1998,1402.29
"2 Bed, 2 Bath",3,Colorado State,Eagle County,1998,1204.78
"2 Bed, 2 Bath",1,Colorado State,Eagle County,1999,1045.82
"2 Bed, 2 Bath",3,Colorado State,Eagle County,1999,1065.99
"2 Bed, 2 Bath",1,Colorado State,Eagle County,2000,1098.45
"2 Bed, 2 Bath",3,Colorado State,Eagle County,2000,1014.72
"2 Bed, 2 Bath",1,Colorado State,Eagle County,2001,1129.41
"2 Bed, 2 Bath",3,Colorado State,Eagle County,2001,1043.12
"2 Bed, 2 Bath",1,Colorado State,Eagle County,2002,1031.82
"2 Bed, 2 Bath",3,Colorado State,Eagle County,2002,1057.41
